Avatar: Platinum Angel,VG,Art,Avatar,,,R,,"Hand -1, Life -2
If you control an artifact, a creature, an enchantment, and a land, you can't lose the game and your opponents can't win the game."
Avatar: Prodigal Sorcerer,VG,Art,Avatar,,,R,,"Hand +0, Life +5
At the beginning of your upkeep, look at the top card of your library. You may put that card into your graveyard."
Avatar: Raksha Golden Cub,VG,Art,Avatar,,,R,,"Hand +1, Life +9
Creatures you control get +0/+1. Equipped creatures you control get +1/+0 and have first strike."
Avatar: Reaper King,VG,Art,Avatar,,,R,,"Hand -1, Life -5
Each creature you control gets +1/+1 for each of its colors."
Avatar: Royal Assassin,VG,Art,Avatar,,,R,,"Hand -2, Life +0
At the beginning of your upkeep, you draw a card and you lose 1 life."
Avatar: Rumbling Slum,VG,Art,Avatar,,,R,,"Hand +1, Life +1
At the beginning of your upkeep, Rumbling Slum deals 1 to each opponent."
Avatar: Sakashima the Impostor,VG,Art,Avatar,,,R,,"Hand +0, Life +1
{2}: Choose a creature you control. It becomes a copy of target creature except for its name."
Avatar: Serra Angel,VG,Art,Avatar,,,R,,"Hand +0, Life -1
Whenever you play a spell, you gain 2 life."
Avatar: Seshiro the Anointed,VG,Art,Avatar,,,R,,"Hand +0, Life -1
At the beginning of the game, choose a creature type. Creatures you control, creature spells you control on the stack, and creature cards you own that aren't in play or on the stack have the chosen type in addition to their other types.",,,
Avatar: Sisters of Stone Death,VG,Art,Avatar,,,R,,"Hand +1, Life -5
Each creature you control must be blocked if able.
{4}: Remove from the game target creature blocking a creature you control.",,,
"Avatar: Squee, Goblin Nabob",VG,Art,Avatar,,,R,,"Hand +3, Life -4
{1}: Prevent the next 1 damage that would be dealt to target creature you control this turn.",,,
Avatar: Stalking Tiger,VG,Art,Avatar,,,R,,"Hand +0, Life +2
Whenever you play a creature spell, you may pay {1}. If you do, draw a card.",,,
Avatar: Stonehewer Giant,VG,Art,Avatar,,,R,,"Hand +0, Life -4
Whenever a creature comes into play under your control, put a copy of random Equipment card with converted mana cost less than or equal to that creature's converted mana cost into play. Attach that Equipment to that creature.",,,
Avatar: Stuffy Doll,VG,Art,Avatar,,,R,,"Hand +0, Life -6
{0}: Prevent all damage that would be dealt to you by a source of your choice this turn. Stuffy Doll deals damage equal to half the damage prevented this way, rounded up, to you and target opponent. Play this ability only once per turn.",,,
"Avatar: Teysa, Orzhov Scion",VG,Art,Avatar,,,R,,"Hand +0, Life -2
Whenever a non-token creature is put into a graveyard from play, put a 1/1 white, Spirit creature token with flying into play.",,,
Avatar: Two-Headed Giant of Foriys,VG,Art,Avatar,,,R,,"Hand +1, Life -4
Each creature you control may block 2 creatures each combat. Each creature you control can't be blocked except by 2 or more creatures.",,,
Avatar: Viridian Zealot,VG,Art,Avatar,,,R,,"Hand +0, Life +2
{2}, Sacrifice a creature: Destroy target artifact or enchantment. Search your library for a card with the same name as the creature you sacrificed, reveal it, and put it into your hand. Then shuffle your library.",,,
"""Ach! Hans, Run!""",UNH,Gld,Enchantment,,,R,{2}{R}{R}{G}{G},"At the beginning of your upkeep, you may say 'Ach! Hans, run! It's the . . .' and name a creature card. If you do, search your library for the named card, put it into play, then shuffle your library. That creature has haste. Remove it from the game at end of turn.",,Quinton Hoover,116\141
_____,UNH,U,Creature - Shapeshifter,1\1,"{1}: This card's flavor text becomes the flavor text of your choice. (This ability doesn't work because it's flavor text, not rules text (but neither does this reminder text, so you figure it out).)",U,{1}{U},"{1}: This card's name becomes the name of your choice. Play this ability anywhere, anytime.",,Ron Spears,23\141
1996 World Champion,PR,Gld,Legendary Creature,*\*,It takes great sacrifice to make it to the top.,R,{W}{U}{B}{R}{G},"Cannot be the targets of spells or effects.
World Champion has power and toughness equal to the life totals of target opponent.
{0}: Discard your hand to search your library for 1996 World Champion and reveal it to all players. Shuffle your library and put 1996 World Champion on top of it. Use this ability only at the beginning of your upkeep, and only if 1996 World Champion is in your library.",,Christopher Rush,
Abandon Hope,TE,B,Sorcery,,"As Gerrard's form vanished into the maw of trees, Hanna mouthed a silent plea, mourning a crushed dream.",U,{X}{1}{B},"As an additional cost to cast Abandon Hope, discard X cards.
Look at target opponent's hand and choose X cards from it. That player discards those cards.",,Alan Pollack,
Abandoned Outpost,OD,Lnd,Land,,,C,,"Abandoned Outpost enters the battlefield tapped.
{T}: Add {W} to your mana pool.
{T}, Sacrifice Abandoned Outpost: Add one mana of any color to your mana pool.",,"Edward P. Beard, Jr.",312\350
Abbey Gargoyles,HL,W,Creature - Gargoyle,3\4,"'Though Serra has not been seen for twenty years, her Gargoyles still watch over our city and punish the guilty.'
-Gulsen, Abbey Matron",U,{2}{W}{W}{W},"Flying, protection from red",,Christopher Rush,
Abbey Gargoyles,5E,W,Creature - Gargoyle,3\4,"'They don't move, do they?'
'Only for the wrong sort of people.'
'Are we the wrong sort of people?'",U,{2}{W}{W}{W},"Flying, protection from red",,Christopher Rush,1\448
Abbey Matron,HL,W,Creature - Human Cleric,1\3,"'The Matrons still say Serra is coming back. I bet she never even existed.'
-Murat, Death Speaker",C,{2}{W},"{W}, {T}: Abbey Matron gets +0/+3 until end of turn.",2,Mike Kimble,
Abbey Matron,HL,W,Creature - Human Cleric,1\3,"'The Matrons are kindly souls, but don't ask one for an ale.'
-Halina, Dwarven Trader",C,{2}{W},"{W}, {T}: Abbey Matron gets +0/+3 until end of turn.",1,Mike Kimble,
Abduction,6E,U,Enchantment - Aura,,,U,{2}{U}{U},"Enchant creature
When Abduction enters the battlefield, untap enchanted creature.
You control enchanted creature.
When enchanted creature is put into a graveyard, return that card to the battlefield under its owner's control.",,Colin MacNeil,55\350
Abduction,WL,U,Enchantment - Aura,,,U,{2}{U}{U},"Enchant creature
When Abduction enters the battlefield, untap enchanted creature.
You control enchanted creature.
When enchanted creature is put into a graveyard, return that card to the battlefield under its owner's control.",,Colin MacNeil,
Abeyance,WL,W,Instant,,"'I'm too modest a wizard to reveal the full extent of my abilities.'
-Ertai, wizard adept",R,{1}{W},"Until end of turn, target player can't cast instant or sorcery spells, and that player can't activate abilities that aren't mana abilities.
Draw a card.",,Thomas Gianni,
Abeyance,OV,W,Instant,,,R,{1}{W},"Until end of turn, target player can't cast instant or sorcery spells, and that player can't activate abilities that aren't mana abilities.
Draw a card.",,Thomas Gianni,
Abjure,WL,U,Instant,,"Mirri's hackles rose as Ertai continued expounding his virtues. 'If that arrogant brat doesn't shut up soon,' she growled to herself, 'I'm going to have to kill him.'",C,{U},"As an additional cost to cast Abjure, sacrifice a blue permanent.
Counter target spell.",,Ted Naifeh,
Abolish,PY,W,Instant,,"As war raged on, the young mages became more direct in their tactics, often at a great cost.",U,{1}{W}{W},"You may discard a Plains card rather than pay Abolish's mana cost.
Destroy target artifact or enchantment.",,Kev Walker,1\143
Abomination,4E,B,Creature - Horror,2\6,,U,{3}{B}{B},"Whenever Abomination blocks or becomes blocked by a green or white creature, destroy that creature at end of combat.",,Mark Tedin,117\378
Abomination,LG,B,Creature - Horror,2\6,,U,{3}{B}{B},"Whenever Abomination blocks or becomes blocked by a green or white creature, destroy that creature at end of combat.",,Mark Tedin,87\310
Aboroth,WL,G,Creature - Elemental,9\9,"The #Weatherlight# banked sharply as the colossal beast rose up to crush the lone rider. 'My bet's on the dirt,' Gerrard said flatly.",R,{4}{G}{G},"Cumulative upkeep-Put a -1/-1 counter on Aboroth. #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#",,Brom,
"Aboshan, Cephalid Emperor",OD,U,Legendary Creature - Cephalid,3\3,'No one can fight the tide forever.',R,{4}{U}{U},"Tap an untapped Cephalid you control: Tap target permanent.
{U}{U}{U}: Tap all creatures without flying.",,Christopher Moeller,58\350
Aboshan's Desire,OD,U,Enchantment - Aura,,,C,{U},"Enchant creature
Enchanted creature has flying.
#Threshold# - Enchanted creature has shroud as long as seven or more cards are in your graveyard. #(It can't be the target of spells or abilities.)#",,Ciruelo,59\350
About Face,UL,R,Instant,,The overconfident are the most vulnerable.,C,{R},Switch target creature's power and toughness until end of turn.,,Melissa A. Benson,73\143
Absolute Grace,US,W,Enchantment,,"In pursuit of Urza, the Phyrexians sent countless foul legions into Serra's realm. Though beaten back, they left it tainted with uncleansable evil.",U,{1}{W},All creatures have protection from black.,,Jeff Miracola,1\350
Absolute Law,US,W,Enchantment,,The strength of law is unwavering. It is an iron bar in a world of water.,U,{1}{W},All creatures have protection from red.,,Mark Zug,2\350
Absolver Thrull,GP,W,Creature - Thrull Cleric,2\3,,C,{3}{W},"Haunt #(When this card is put into a graveyard from the battlefield, exile it haunting target creature.)#
When Absolver Thrull enters the battlefield or the creature it haunts is put into a graveyard, destroy target enchantment.",,Rob Alexander,1\165
Absorb,IN,Gld,Instant,,'Your presumption is your downfall.',R,{W}{U}{U},Counter target spell. You gain 3 life.,,Andrew Goldhawk,226\350
Absorb Vis,CFX,B,Sorcery,,,C,{6}{B},"Target player loses 4 life and you gain 4 life.
Basic landcycling {1}{B} #({1}{B}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#",,Brandon Kitkouski,40\145
Abu Ja'far,CH,W,Creature - Human,0\1,,U,{W},"When Abu Ja'far is put into a graveyard from the battlefield, destroy all creatures blocking or blocked by it. They can't be regenerated.",,"Ken Meyer, Jr.",1\125
Abu Ja'far,AN,W,Creature - Human,0\1,,U,{W},"When Abu Ja'far is put into a graveyard from the battlefield, destroy all creatures blocking or blocked by it. They can't be regenerated.",,Ken Meyer Jr.,
Abuna's Chant,FD,W,Instant,,,C,{3}{W},"Choose one - You gain 5 life; or prevent the next 5 damage that would be dealt to target creature this turn.
Entwine {2} #(Choose both if you pay the entwine cost.)#",,John Matson,1\165
Abundance,10E,G,Enchantment,,,R,{2}{G}{G},"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order.",,Rebecca Guay,249\383
Abundance,US,G,Enchantment,,,R,{2}{G}{G},"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order.",,Rebecca Guay,229\350
Abyssal Gatekeeper,DDC,B,Creature - Horror,1\1,"'There are two ways for me to pass this gate. One involves you remaining conscious.'
-Gerrard of the #Weatherlight#",C,{1}{B},"When Abyssal Gatekeeper is put into a graveyard from the battlefield, each player sacrifices a creature.",,Mark Tedin,31\62
Abyssal Gatekeeper,WL,B,Creature - Horror,1\1,"'There are two ways for me to pass this gate. One involves you remaining conscious.'
-Gerrard of the #Weatherlight#",C,{1}{B},"When Abyssal Gatekeeper is put into a graveyard from the battlefield, each player sacrifices a creature.",,Mark Tedin,
Abyssal Horror,ST,B,Creature - Horror,2\2,,R,{4}{B}{B},"Flying
When Abyssal Horror enters the battlefield, target player discards two cards.",,rk post,63\173
Abyssal Horror,US,B,Creature - Horror,2\2,It has no face of its own-it wears that of its latest victim.,R,{4}{B}{B},"Flying
When Abyssal Horror enters the battlefield, target player discards two cards.",,rk post,115\350
Abyssal Horror,7E,B,Creature - Horror,2\2,"'I dreamt of it once. Now I fear it dreams of me.'
-Tolarian scholar",R,{4}{B}{B},"Flying
When Abyssal Horror enters the battlefield, target player discards two cards.",,Daren Bader,115\350
Abyssal Hunter,MI,B,Creature - Human Assassin,1\1,Some smiles show cheer; some merely show teeth.,R,{3}{B},"{B}, {T}: Tap target creature. Abyssal Hunter deals damage equal to Abyssal Hunter's power to that creature.",,Steve Luke,
Abyssal Hunter,6E,B,Creature - Human Assassin,1\1,Some smiles show cheer; some merely show teeth.,R,{3}{B},"{B}, {T}: Tap target creature. Abyssal Hunter deals damage equal to Abyssal Hunter's power to that creature.",,Steve Luke,109\350
Abyssal Nightstalker,P2,B,Creature - Nightstalker,2\2,,U,{3}{B},"Whenever Abyssal Nightstalker attacks and isn't blocked, defending player discards a card.",,Sam Wood,1\165
Abyssal Nocturnus,GP,B,Creature - Horror,2\2,"'I fear to keep an open mind, for there are those who would use it as a door to my soul.'
-Voka Schlak, Mauzam Asylum inmate, diary",R,{1}{B}{B},"Whenever an opponent discards a card, Abyssal Nocturnus gets +2/+2 and gains fear until end of turn. #(It can't be blocked except by artifact creatures and/or black creatures.)#",,Jon Foster,43\165
Abyssal Specter,6E,B,Creature - Specter,2\3,,U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,George Pratt,110\350
Abyssal Specter,DM,B,Creature - Specter,2\3,"'Open the gates, and bid them enter.'
-Lim-Dul, the Necromancer",U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,Ruth Thompson,1\50
Abyssal Specter,DDC,B,Creature - Specter,2\3,To gaze under its hood is to invite death.,U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,Michael Sutfin,40\62
Abyssal Specter,7E,B,Creature - Specter,2\3,To gaze under its hood is to invite death.,U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,Michael Sutfin,116\350
Abyssal Specter,IA,B,Creature - Specter,2\3,"'Open the gates, and bid them enter.'
-Lim-Dul, the Necromancer",U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,Ruth Thompson,113\383
Abyssal Specter,5E,B,Creature - Specter,2\3,"'Mystic shadow, bending near me, / Who art thou? / Whence come ye?'
-Stephen Crane, 'Mystic shadow, bending near me'",U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,George Pratt,139\448
Abyssal Specter,8E,B,Creature - Specter,2\3,To gaze under its hood is to invite death.,U,{2}{B}{B},"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card.",,Michael Sutfin,117\350
Academy Rector,UD,W,Creature - Human Cleric,1\2,,R,{3}{W},"When Academy Rector is put into a graveyard from the battlefield, you may exile it. If you do, search your library for an enchantment card and put that card onto the battlefield. Then shuffle your library.",,Heather Hudson,1\143
Academy Researchers,US,U,Creature - Human Wizard,2\2,,U,{1}{U}{U},"When Academy Researchers enters the battlefield, you may put an Aura card from your hand onto the battlefield attached to Academy Researchers.",,Stephen Daniele,58\350
Academy Researchers,10E,U,Creature - Human Wizard,2\2,They brandish their latest theories as warriors would wield weapons.,U,{1}{U}{U},"When Academy Researchers enters the battlefield, you may put an Aura card from your hand onto the battlefield attached to Academy Researchers.",,Stephen Daniele,63\383
Academy Ruins,TSP,Lnd,Legendary Land,,Its secrets once wrought the greatest artifice ever known. Now crabs loot the rubble to decorate their shells.,R,,"{T}: Add {1} to your mana pool.
{1}{U}, {T}: Put target artifact card in your graveyard on top of your library.",,Zoltan Boros & Gabor Szikszai,269\301
Accelerate,TO,R,Instant,,"'I've seen lightning more slower.'
-Nomad sentry",C,{1}{R},"Target creature gains haste until end of turn.
Draw a card.",,Gary Ruddell,90\143
Accelerated Mutation,SC,G,Instant,,Its food just got a lot smaller and its stomach a lot bigger.,C,{3}{G}{G},"Target creature gets +X/+X until end of turn, where X is the highest converted mana cost among permanents you control.",,"Edward P. Beard, Jr.",109\143
Acceptable Losses,OD,R,Sorcery,,,C,{3}{R},"As an additional cost to cast Acceptable Losses, discard a card at random.
Acceptable Losses deals 5 damage to target creature.",,Mike Ploog,172\350
Accumulated Knowledge,FNM,U,Instant,,"'I have seen and heard much here. There are secrets within secrets. Let me show you.'
-Takara, to Eladamri",C,{1}{U},"Draw a card, then draw cards equal to the number of cards named Accumulated Knowledge in all graveyards.",,Randy Gallegos,8\20
Accumulated Knowledge,NE,U,Instant,,"'I have seen and heard much here. There are secrets within secrets. Let me show you.'
-Takara, to Eladamri",C,{1}{U},"Draw a card, then draw cards equal to the number of cards named Accumulated Knowledge in all graveyards.",,Randy Gallegos,26\143
Accursed Centaur,ON,B,Creature - Zombie Centaur,2\2,"'The Cabal mocks the natural order. For its minions, death is just a pause between duties.'
-Kamahl, druid acolyte",C,{B},"When Accursed Centaur enters the battlefield, sacrifice a creature.",,Jerry Tiritilli,123\350
Acid Rain,LG,U,Sorcery,,,R,{3}{U},Destroy all forests.,,NeNe Thomas,44\310
Acidic Dagger,MI,Art,Artifact,,,R,{4},"{4}, {T}: Whenever target creature deals combat damage to a non-Wall creature this turn, destroy that non-Wall creature. When the targeted creature leaves the battlefield this turn, sacrifice Acidic Dagger. Activate this ability only during combat before blockers are declared.",,Stuart Beel,
Acidic Slime,M10,G,Creature - Ooze,2\2,,U,{3}{G}{G},"Deathtouch #(Creatures dealt damage by this creature are destroyed. You can divide this creature's combat damage among any of the creatures blocking or blocked by it.)#
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",,Karl Kopinski,165\249
Acidic Sliver,SH,Gld,Creature - Sliver,2\2,"The first sliver burst against the cave wall, and others piled in behind to deepen the new tunnel.",U,{B}{R},"All Slivers have '{2}, Sacrifice this permanent: This permanent deals 2 damage to target creature or player.'",,Jeff Miracola,126\142
Acidic Soil,US,R,Sorcery,,Phyrexia had tried to take Urza's soul. He was relieved that Shiv tried to claim only his soles.,U,{2}{R},Acidic Soil deals damage to each player equal to the number of lands he or she controls.,,Scott M. Fischer,172\350
Acolyte of Xathrid,M10,B,Creature - Human Cleric,0\1,"Like all priests, she gives her blessings only to those truly worthy of them.",C,{B},"{1}{B}, {T}: Target player loses 1 life.",,Chris Rahn,83\249
Acorn Harvest,TO,G,Sorcery,,,C,{3}{G},"Put two 1/1 green Squirrel creature tokens onto the battlefield.
Flashback-{1}{G}, Pay 3 life. #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#",,"Edward P. Beard, Jr.",118\143
Acquire,FD,U,Sorcery,,Sometimes 'innovation' means 'stealing another's secret before anyone else can.',R,{3}{U}{U},Search target opponent's library for an artifact card and put that card onto the battlefield under your control. Then that player shuffles his or her library.,,Daren Bader,21\165
Acridian,US,G,Creature - Insect,2\4,"The elves of Argoth were trained to ride these creatures, even when their mounts traveled upside-down.",C,{1}{G},"Echo {1}{G} #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#",,rk post,230\350
Act of Treason,M10,R,Sorcery,,"'Rage courses in every heart, yearning to betray its rational prison.'
-Sarkhan Vol",U,{2}{R},Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. #(It can attack and {T} this turn.)#,,Eric Deschamps,124\249
Active Volcano,CH,R,Instant,,,C,{R},Choose one - Destroy target blue permanent; or return target Island to its owner's hand.,,Justin Hampton,43\125
Active Volcano,LG,R,Instant,,,C,{R},Choose one - Destroy target blue permanent; or return target Island to its owner's hand.,,Brian Snoddy,130\310
Ad Nauseam,ALA,B,Instant,,"When the task spilled over into undeath, he stopped calling it his life's work.",R,{3}{B}{B},Reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost. You may repeat this process any number of times.,,Jeremy Jarvis,63\249
"Adamaro, First to Desire",SOK,R,Legendary Creature - Spirit,*\*,"'Beware Adamaro! In him all pain and anger is perfected.'
-Isao, Enlightened Bushi",R,{1}{R}{R},"Adamaro, First to Desire's power and toughness are each equal to the number of cards in the hand of the opponent with the most cards in hand.",,Paolo Parente,91\165
Adarkar Sentinel,IA,Art,Artifact Creature - Soldier,3\3,"'We encountered the Sentinels in the wastes, near no living thing. Their purpose was inscrutable.'
-Disa the Restless, journal entry",U,{5},{1}: Adarkar Sentinel gets +0/+1 until end of turn.,,Melissa Benson,306\383
Adarkar Unicorn,IA,W,Creature - Unicorn,2\2,"'There is no nobler creature in all of Terisiare.'
-General Jarkeld, the Arctic Fox",C,{1}{W}{W},{T}: Add either {U} or {1}{U} to your mana pool. Spend this mana only to pay cumulative upkeep costs.,,Quinton Hoover,1\383
Adarkar Valkyrie,CS,W,Snow Creature - Angel,4\5,"She doesn't escort the dead to the afterlife, but instead raises them to fight and die again.",R,{4}{W}{W},"Flying, vigilance
{T}: When target creature other than Adarkar Valkyrie is put into a graveyard this turn, return that card to the battlefield under your control.",,Jeremy Jarvis,1\155
Adarkar Wastes,10E,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{T}: Add {W} or {U} to your mana pool. Adarkar Wastes deals 1 damage to you.",,John Avon,347\383
Adarkar Wastes,OV,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{T}: Add {W} or {U} to your mana pool. Adarkar Wastes deals 1 damage to you.",,Gary Leach,
Adarkar Wastes,IA,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{T}: Add {W} or {U} to your mana pool. Adarkar Wastes deals 1 damage to you.",,Mike Raabe,351\383
